id,title,wikipedia_url,birth_date,death_date,influenced_by,influenced,period_life,school_teaching
2952546,"Левицкий, Иосиф Васильевич",https://ru.wikipedia.org/wiki/Левицкий%2C_Иосиф_Васильевич,24 мая 1801(1801-05-24),5 июня 1860(1860-06-05) (59 лет) или 24 мая 1860(1860-05-24) (59 лет),,,,
2960572,"Сабунде, Раймунд де",https://ru.wikipedia.org/wiki/Сабунде%2C_Раймунд_де,около 1385[1][2][…],29 апреля 1436,Раймунд Луллий,,Средневековая философия,
2960631,"Розмини-Сербати, Антонио",https://ru.wikipedia.org/wiki/Розмини-Сербати%2C_Антонио,24 марта 1797(1797-03-24),1 июля 1855(1855-07-01) (58 лет),,Бонателли,,
2963165,"Дженовези, Антонио",https://ru.wikipedia.org/wiki/Дженовези%2C_Антонио,1 ноября 1712(1712-11-01),12 сентября 1769(1769-09-12) (56 лет),,,эпоха Просвещения,
2963210,"Розеншток-Хюсси, Ойген",https://ru.wikipedia.org/wiki/Розеншток-Хюсси%2C_Ойген,6 июля 1888(1888-07-06),24 февраля 1973(1973-02-24) (84 года),,,,
2963678,"Нойзер, Вольфганг",https://ru.wikipedia.org/wiki/Нойзер%2C_Вольфганг,25 декабря 1950(1950-12-25) (73 года),,,,,
2963689,"Перниола, Марио",https://ru.wikipedia.org/wiki/Перниола%2C_Марио,20 мая 1941(1941-05-20)[1][2],9 января 2018(2018-01-09)[3][4][…] (76 лет),,,современная философия,
2963971,"Джойя, Мельхиор",https://ru.wikipedia.org/wiki/Джойя%2C_Мельхиор,10 сентября 1767(1767-09-10),2 января 1829(1829-01-02) (61 год),,,,
2965014,"Лившиц, Владимир Моисеевич",https://ru.wikipedia.org/wiki/Лившиц%2C_Владимир_Моисеевич,,,,,,
2965065,"Галуппи, Паскуале",https://ru.wikipedia.org/wiki/Галуппи%2C_Паскуале,2 апреля 1770(1770-04-02),13 декабря 1846(1846-12-13) (76 лет),,,,
2965447,"Мамиани делла Ровере, Теренцио",https://ru.wikipedia.org/wiki/Мамиани_делла_Ровере%2C_Теренцио,,,,,,
2965593,"Ферри, Луиджи",https://ru.wikipedia.org/wiki/Ферри%2C_Луиджи,15 июня 1826(1826-06-15),17 марта 1895(1895-03-17) (68 лет),,,,
2965658,"Спавента, Бертрандо",https://ru.wikipedia.org/wiki/Спавента%2C_Бертрандо,26 июня 1817(1817-06-26),20 сентября 1883(1883-09-20) (66 лет),,,,
2965786,"Вера, Аугусто",https://ru.wikipedia.org/wiki/Вера%2C_Аугусто,4 мая 1813(1813-05-04),13 июля 1885(1885-07-13) (72 года),,,,
2965841,"Холл, Мэнли Палмер",https://ru.wikipedia.org/wiki/Холл%2C_Мэнли_Палмер,18 марта 1901(1901-03-18),29 августа 1990(1990-08-29) (89 лет),,,,
2971319,"Апельт, Эрнст Фридрих",https://ru.wikipedia.org/wiki/Апельт%2C_Эрнст_Фридрих,3 марта 1812(1812-03-03),27 октября 1859(1859-10-27) (47 лет),Фриз,,,
2972599,"Комиссаров, Гурий Иванович",https://ru.wikipedia.org/wiki/Комиссаров%2C_Гурий_Иванович,3 октября 1883(1883-10-03),25 февраля 1969(1969-02-25) (85 лет),,,,
2974257,"Рабосси, Эдуардо",https://ru.wikipedia.org/wiki/Рабосси%2C_Эдуардо,20 марта 1930(1930-03-20),11 ноября 2005(2005-11-11) (75 лет),,,,
2979231,"Несмелов, Виктор Иванович",https://ru.wikipedia.org/wiki/Несмелов%2C_Виктор_Иванович,1 (13) января 1863 или 13 января 1863(1863-01-13)[1],30 июня 1937(1937-06-30) (74 года),В. А. Снегирёв,,,
2990712,"Преображенский, Василий Петрович",https://ru.wikipedia.org/wiki/Преображенский%2C_Василий_Петрович,1864(1864),11 (23) апреля 1900(1900-04-23),,,,
3009565,"Николаев, Пётр Петрович",https://ru.wikipedia.org/wiki/Николаев%2C_Пётр_Петрович,1873,1928,,,,
3011726,"Леони, Бруно",https://ru.wikipedia.org/wiki/Леони%2C_Бруно,,,,,,
3012216,"Васецкий, Григорий Степанович (философ)",https://ru.wikipedia.org/wiki/Васецкий%2C_Григорий_Степанович_(философ),10 (23) января 1904[1],1983[2],,А. В. Потёмкин,Философия XX века,Марксизм-ленинизм
3014308,"Семковский, Семён Юльевич",https://ru.wikipedia.org/wiki/Семковский%2C_Семён_Юльевич,,,,,,
3019995,Сушрута,https://ru.wikipedia.org/wiki/Сушрута,,,,,,
3029679,"Путятин, Николай Абрамович",https://ru.wikipedia.org/wiki/Путятин%2C_Николай_Абрамович,16 мая 1749(1749-05-16),13 января 1830(1830-01-13) (80 лет),,,,
3030756,"Лекторский, Владислав Александрович",https://ru.wikipedia.org/wiki/Лекторский%2C_Владислав_Александрович,23 августа 1932(1932-08-23)[1][2] (92 года),,Э. В. Ильенков,,Философия XX века,
3037275,"Коттуниос, Иоаннис",https://ru.wikipedia.org/wiki/Коттуниос%2C_Иоаннис,1577(1577),1658(1658),,,Философия Возрождения,
3057348,"Герштейн, Михаил Львович",https://ru.wikipedia.org/wiki/Герштейн%2C_Михаил_Львович,,,,,,
3061772,"Шиманьская, Беата",https://ru.wikipedia.org/wiki/Шиманьская%2C_Беата,29 января 1938(1938-01-29) (86 лет),,,,,
3062573,"Сарновский, Стефан",https://ru.wikipedia.org/wiki/Сарновский%2C_Стефан,20 июля 1939(1939-07-20),12 марта 2014(2014-03-12) (74 года),,,,
3069020,"Целищев, Виталий Валентинович",https://ru.wikipedia.org/wiki/Целищев%2C_Виталий_Валентинович,21 февраля 1942(1942-02-21) (82 года),,"У. Куайн, Я. Хинтикка, Р. Рорти",,,
3072740,"Дугин, Александр Гельевич",https://ru.wikipedia.org/wiki/Дугин%2C_Александр_Гельевич,7 января 1962(1962-01-07) (62 года),,"Рене Генон, Юлиус Эвола, Герман Вирт, Мартин Хайдеггер",,современная философия,Традиционализм
3075364,"Хвостов, Вениамин Михайлович",https://ru.wikipedia.org/wiki/Хвостов%2C_Вениамин_Михайлович,,,,,,
3079011,"Сеземан, Василий Эмильевич",https://ru.wikipedia.org/wiki/Сеземан%2C_Василий_Эмильевич,30 мая (11 июня) 1884 или 11 июня 1884(1884-06-11)[1],23 марта 1963(1963-03-23)[1] (78 лет),"Хосе Ортега-и-Гассет, Лосский, Николай Онуфриевич, Фаддей Францевич Зелинский, Герман Коген, Наторп, Пауль Герхард, Эрнст Кассирер, Герман Дильс, Генрих Вёльфлин, Николай Гартман и Аристотель",,,
3115759,Цзэн-цзы,https://ru.wikipedia.org/wiki/Цзэн-цзы,,,,,,
3120134,Патрон (эпикуреец),https://ru.wikipedia.org/wiki/Патрон_(эпикуреец),,,,,эллинизм,
3122712,Леви бен Авраам бен Хаим,https://ru.wikipedia.org/wiki/Леви_бен_Авраам_бен_Хаим,1245(1245),не ранее 1305,"Маймонид, Аверроэс",,,
3122886,"Шерозия, Аполлон Епифанович",https://ru.wikipedia.org/wiki/Шерозия%2C_Аполлон_Епифанович,,,,,,
3124349,"Дэнси, Джонатан",https://ru.wikipedia.org/wiki/Дэнси%2C_Джонатан,8 мая 1946(1946-05-08) (78 лет),,,,,
3129672,"Оссовская, Мария",https://ru.wikipedia.org/wiki/Оссовская%2C_Мария,16 января 1896(1896-01-16),13 августа 1974(1974-08-13) (78 лет),Владислав ТатаркевичЯн ЛукасевичТадеуш Котарбинский,,современная философия,Львовско-Варшавская школа
3131105,"Аттербум, Пер Даниель Амадеус",https://ru.wikipedia.org/wiki/Аттербум%2C_Пер_Даниель_Амадеус,,,,,,
3141336,Ксениад,https://ru.wikipedia.org/wiki/Ксениад,V век до н. э.[1],V век до н. э.,,,эллинизм,
3153477,"Ахенвалль, Готфрид",https://ru.wikipedia.org/wiki/Ахенвалль%2C_Готфрид,,,,,,
3165137,Ю Жо,https://ru.wikipedia.org/wiki/Ю_Жо,518 до н. э.(-518),458 до н. э.(-458),,,,
3165233,"Акиллини, Клавдио",https://ru.wikipedia.org/wiki/Акиллини%2C_Клавдио,,,,,,
3170244,"Геснер, Саломон (теолог)",https://ru.wikipedia.org/wiki/Геснер%2C_Саломон_(теолог),8 ноября 1559(1559-11-08),7 февраля 1605(1605-02-07) (45 лет),,,,
3174174,Георгий Пахимер,https://ru.wikipedia.org/wiki/Георгий_Пахимер,1242(1242),1310(1310),Георгий Акрополит,Мануил Фил,,
3178161,"Садр, Муса",https://ru.wikipedia.org/wiki/Садр%2C_Муса,15 апреля 1928(1928-04-15),не ранее 31 августа 1978,,,,Джафаритская
3180560,"Друсковиц, Хелена фон",https://ru.wikipedia.org/wiki/Друсковиц%2C_Хелена_фон,2 мая 1856(1856-05-02)[1],31 мая 1918(1918-05-31)[2] (62 года),,,,
3182690,"Егоров, Анатолий Григорьевич",https://ru.wikipedia.org/wiki/Егоров%2C_Анатолий_Григорьевич,25 октября 1920(1920-10-25),15 февраля 1997(1997-02-15) (76 лет),,,Философия XX века,Марксизм
3186097,"Закс, Шнеер (Сениор)",https://ru.wikipedia.org/wiki/Закс%2C_Шнеер_(Сениор),1816(1816),1892(1892),,,,
3187939,"Стобеус, Килиан",https://ru.wikipedia.org/wiki/Стобеус%2C_Килиан,,,,,,
3190307,Сатпрем,https://ru.wikipedia.org/wiki/Сатпрем,30 октября 1923(1923-10-30),9 апреля 2007(2007-04-09) (83 года),"Мать (Мирра Альфасса), Шри Ауробиндо",,,
3194451,"Ришар, Шарль-Луи",https://ru.wikipedia.org/wiki/Ришар%2C_Шарль-Луи,1711(1711),16 августа 1794(1794-08-16),,,,
3203413,"Тагор, Дебендранатх",https://ru.wikipedia.org/wiki/Тагор%2C_Дебендранатх,15 мая 1817(1817-05-15),19 января 1905(1905-01-19) (87 лет),,,,
3204068,"Дагестани, Казем",https://ru.wikipedia.org/wiki/Дагестани%2C_Казем,1900(1900),1985(1985),,,,
3205413,"Агасси, Джозеф",https://ru.wikipedia.org/wiki/Агасси%2C_Джозеф,7 мая 1927(1927-05-07),22 января 2023(2023-01-22) (95 лет),Карл Поппер,,,
3212527,"Грин, Томас Хилл",https://ru.wikipedia.org/wiki/Грин%2C_Томас_Хилл,7 апреля 1836(1836-04-07)[1][2][…],26 марта 1882(1882-03-26)[1][2][…] (45 лет),"Кант, Фихте, Гегель","Фрэнсис Брэдли, Бернард Бозанкет, Цзинь Юэлинь",Философия XIX века,Гегельянство
3214980,"Котарбинский, Тадеуш",https://ru.wikipedia.org/wiki/Котарбинский%2C_Тадеуш,31 марта 1886(1886-03-31),3 октября 1981(1981-10-03) (95 лет),,,,Львовско-варшавская школа
3217460,"Кнорр фон Розенрот, Христиан",https://ru.wikipedia.org/wiki/Кнорр_фон_Розенрот%2C_Христиан,15 июля 1636(1636-07-15)[1][2],май 1689[1] (52 года),,,,
3219713,"Коррея да Серра, Жозе Франсишку",https://ru.wikipedia.org/wiki/Коррея_да_Серра%2C_Жозе_Франсишку,,,,,,
3220540,"Крашшо, Миклош",https://ru.wikipedia.org/wiki/Крашшо%2C_Миклош,,,,,,
3221404,"Энгельмейер, Пётр Климентьевич",https://ru.wikipedia.org/wiki/Энгельмейер%2C_Пётр_Климентьевич,23 марта (4 апреля) 1855,2 июля 1942(1942-07-02) (87 лет),,,,
3223412,Днянешвар,https://ru.wikipedia.org/wiki/Днянешвар,,,,,,
3230703,"Росси, Азария де",https://ru.wikipedia.org/wiki/Росси%2C_Азария_де,1513(1513),1578(1578),,,,
3231917,"Саваркар, Винаяк Дамодар",https://ru.wikipedia.org/wiki/Саваркар%2C_Винаяк_Дамодар,,,,,,
3235905,"Хенке, Тадеаш",https://ru.wikipedia.org/wiki/Хенке%2C_Тадеаш,,,,,,
3236070,"Хайне, Фридрих Готтлоб",https://ru.wikipedia.org/wiki/Хайне%2C_Фридрих_Готтлоб,,,,,,
3236677,"Налётов, Игорь Зиновьевич",https://ru.wikipedia.org/wiki/Налётов%2C_Игорь_Зиновьевич,,,,,,
3237976,"Нанси, Жан-Люк",https://ru.wikipedia.org/wiki/Нанси%2C_Жан-Люк,26 июля 1940(1940-07-26)[2][3][…],23 августа 2021(2021-08-23)[4][5][…] (81 год),"Хайдеггер, Деррида, Ницше, Батай, Бланшо",,Философия XX века / Философия XXI века,
3241652,"Гусев, Станислав Сергеевич",https://ru.wikipedia.org/wiki/Гусев%2C_Станислав_Сергеевич,13 июля 1939(1939-07-13) (85 лет),,,,,
3243732,"Латини, Брунетто",https://ru.wikipedia.org/wiki/Латини%2C_Брунетто,,,,,,
3247568,"Марешаль, Пьер Сильвен",https://ru.wikipedia.org/wiki/Марешаль%2C_Пьер_Сильвен,15 августа 1750(1750-08-15),18 января 1803(1803-01-18) (52 года),"Декарт, Монтень, Гельвеций, Руссо, Дидро",,,
3249106,"Томазий, Христиан",https://ru.wikipedia.org/wiki/Томазий%2C_Христиан,1 января 1655(1655-01-01)[1][2][…],23 сентября 1728(1728-09-23)[1][3][…] (73 года),,,,
3249660,"Нежон, Жак Андре",https://ru.wikipedia.org/wiki/Нежон%2C_Жак_Андре,15 июля 1738(1738-07-15),28 февраля 1810(1810-02-28) (71 год),,,,
3252566,"Демпф, Алоис",https://ru.wikipedia.org/wiki/Демпф%2C_Алоис,2 января 1891(1891-01-02),15 ноября 1982(1982-11-15) (91 год),,,,
3257327,"Тейлор, Чарльз Маргрейв",https://ru.wikipedia.org/wiki/Тейлор%2C_Чарльз_Маргрейв,5 ноября 1931(1931-11-05)[1][2][…] (93 года),,Аристотель · Платон · Георг Гегель · Карл Маркс · Алексис Токвиль · Морис Мерло-Понти · Макс Вебер · Эмиль Дюркгейм · Людвиг Витгенштейн · Майкл Полани · Поль Рикёр · Мартин Хайдеггер · Уильям Джемс,,,
3257579,Махди Амель,https://ru.wikipedia.org/wiki/Махди_Амель,1936[1],18 мая 1987(1987-05-18)[2],,,,
3262158,"Ноймарк, Давид",https://ru.wikipedia.org/wiki/Ноймарк%2C_Давид,3 августа 1866(1866-08-03),15 декабря 1924(1924-12-15) (58 лет),,,,
3263937,Наджм ад-дин Кубра,https://ru.wikipedia.org/wiki/Наджм_ад-дин_Кубра,1145(1145),1221(1221),Абдухалик Гиждувани,,,
3265113,"Джерратана, Валентино",https://ru.wikipedia.org/wiki/Джерратана%2C_Валентино,14 февраля 1916(1916-02-14),16 июня 2000(2000-06-16) (84 года),"Карл Маркс, Антонио Грамши, Антонио Лабриола",,Философия XX века,Марксизм
3266045,"Лабика, Жорж",https://ru.wikipedia.org/wiki/Лабика%2C_Жорж,27 декабря 1930(1930-12-27),12 февраля 2009(2009-02-12) (78 лет),"Карл Маркс, Владимир Ленин, Антонио Лабриола",,Философия XX века,Марксизм
3266988,"Каменка, Ойген",https://ru.wikipedia.org/wiki/Каменка%2C_Ойген,4 марта 1928(1928-03-04),19 января 1994(1994-01-19) (65 лет),Карл Маркс,,Философия XX века,Марксизм
3267122,"Окен, Лоренц",https://ru.wikipedia.org/wiki/Окен%2C_Лоренц,,,,,,
3274637,"Лейбович, Йешаяху",https://ru.wikipedia.org/wiki/Лейбович%2C_Йешаяху,29 января 1903(1903-01-29),18 августа 1994(1994-08-18) (91 год),"Маймонид, Кант, Карл Поппер, Людвиг Витгенштейн",,,
3280074,"Югай, Герасим Андреевич",https://ru.wikipedia.org/wiki/Югай%2C_Герасим_Андреевич,28 июля 1931(1931-07-28),26 ноября 2013(2013-11-26) (82 года),,,,
3280218,"Кортунов, Вадим Вадимович",https://ru.wikipedia.org/wiki/Кортунов%2C_Вадим_Вадимович,,,,,,
3280301,"Дьяков, Александр Владимирович",https://ru.wikipedia.org/wiki/Дьяков%2C_Александр_Владимирович,1972,,А. С. Колесников,,Современная философия,
3281343,"Гудмен, Нельсон",https://ru.wikipedia.org/wiki/Гудмен%2C_Нельсон,7 августа 1906(1906-08-07),25 ноября 1998(1998-11-25) (92 года),Рудольф Карнап,"Хилари Патнэм, Ричард Рорти, Ноам Хомский",Философия XX века,
3296602,"Иригарей, Люс",https://ru.wikipedia.org/wiki/Иригарей%2C_Люс,3 мая 1930(1930-05-03)[1] (94 года),,,,,
3300831,"Марквард, Одо",https://ru.wikipedia.org/wiki/Марквард%2C_Одо,26 февраля 1928(1928-02-26)[1][2][…],9 мая 2015(2015-05-09)[1][2][…] (87 лет),"Кант, Фрейд, Гелен",,современная философия,
3303826,"Лукьянов, Анатолий Евгеньевич",https://ru.wikipedia.org/wiki/Лукьянов%2C_Анатолий_Евгеньевич,,,,,,
3305335,"Майданский, Андрей Дмитриевич",https://ru.wikipedia.org/wiki/Майданский%2C_Андрей_Дмитриевич,1 февраля 1966(1966-02-01) (58 лет),,"Спиноза, Гегель, Маркс, Выготский, Ильенков",,Философия XX века,Марксизм[1]
3308188,"Мальдине, Анри",https://ru.wikipedia.org/wiki/Мальдине%2C_Анри,4 августа 1912(1912-08-04),6 декабря 2013(2013-12-06) (101 год),"Гуссерль, Хайдеггер, Бинсвангер",,Философия XX века,"Феноменология, Герменевтика, Экзистенциализм"
3322516,"Крымский, Сергей Борисович",https://ru.wikipedia.org/wiki/Крымский%2C_Сергей_Борисович,2 июня 1930(1930-06-02),30 июня 2010(2010-06-30) (80 лет),,,Современная философия,Киевская философская школа
3328089,"Цёллер, Гюнтер (философ)",https://ru.wikipedia.org/wiki/Цёллер%2C_Гюнтер_(философ),10 декабря 1954(1954-12-10) (70 лет),,,,,
3330523,"Вольней, Константин Франсуа",https://ru.wikipedia.org/wiki/Вольней%2C_Константин_Франсуа,3 февраля 1757(1757-02-03),25 апреля 1820(1820-04-25) (63 года),,,,
3331886,"Дюпюи, Шарль-Франсуа",https://ru.wikipedia.org/wiki/Дюпюи%2C_Шарль-Франсуа,26 октября 1742(1742-10-26),29 сентября 1809(1809-09-29) (66 лет),,,,
3333490,Рагхунатха Широмани,https://ru.wikipedia.org/wiki/Рагхунатха_Широмани,1477(1477),1547(1547),Гангеша,,,навья-ньяя
3339807,"Мусянокодзи, Санэацу",https://ru.wikipedia.org/wiki/Мусянокодзи%2C_Санэацу,12 мая 1885(1885-05-12)[1],9 апреля 1976(1976-04-09)[1] (90 лет),,,,
3348489,"Кодалле, Клаус Михаэль",https://ru.wikipedia.org/wiki/Кодалле%2C_Клаус_Михаэль,18 октября 1943(1943-10-18) (81 год),,,,,
3352848,"Ильин, Арчжил Якимович",https://ru.wikipedia.org/wiki/Ильин%2C_Арчжил_Якимович,18 октября 1927(1927-10-18),13 апреля 1981(1981-04-13) (53 года),,,,
3356863,"Крылов, Александр Николаевич",https://ru.wikipedia.org/wiki/Крылов%2C_Александр_Николаевич,,,,,,
3357273,"Лонг, Родерик Трейси",https://ru.wikipedia.org/wiki/Лонг%2C_Родерик_Трейси,4 февраля 1964(1964-02-04) (60 лет),,"Сократ, Аристотель, Людвиг фон Мизес, Айн Рэнд, Мюррей Ротбард, Густав де Молинари, Герберт Спенсер, Людвиг Витгенштейн",,XX век—XXI век,австрийская школа
3361973,Аделард Батский,https://ru.wikipedia.org/wiki/Аделард_Батский,около 1080,около 1160,,,,
3363494,Цзы-гао,https://ru.wikipedia.org/wiki/Цзы-гао,521 до н. э.,,,,,
3369470,"Бильфингер, Георг Бернгард",https://ru.wikipedia.org/wiki/Бильфингер%2C_Георг_Бернгард,,,,,,
3372358,Абу-ль-Баракат аль-Багдади,https://ru.wikipedia.org/wiki/Абу-ль-Баракат_аль-Багдади,1080[1],1165[1],"Ибн Сина, Абуль-Хасан Саид ибн Хибатуллах","Фахр ад-Дин ар-Рази, ас-Самаваль аль-Магриби[англ.], Шихаб ад-Дин Сухраварди, Ибн Каммуна, Жан Буридан, Альберт Саксонский, Исаак, сын Авраама ибн Эзры",,
3374113,Тэнсин Реб Андерсон,https://ru.wikipedia.org/wiki/Тэнсин_Реб_Андерсон,1943(1943),,,,,Сото-сю
3381045,"Субири, Ксавьер",https://ru.wikipedia.org/wiki/Субири%2C_Ксавьер,4 декабря 1898(1898-12-04),21 сентября 1983(1983-09-21) (84 года),"Э. Гуссерль, Хуан Сарагуэта",Игнасио Эльякурия,,
3381151,"Конгрив, Ричард",https://ru.wikipedia.org/wiki/Конгрив%2C_Ричард,4 сентября 1818(1818-09-04)[1][2][…],5 июля 1899(1899-07-05)[1][2][…] (80 лет),,,,
3382212,Идей Гимерийский,https://ru.wikipedia.org/wiki/Идей_Гимерийский,,,,,,
3396577,"Дюфрен, Микель",https://ru.wikipedia.org/wiki/Дюфрен%2C_Микель,9 февраля 1910(1910-02-09)[2],10 июня 1995(1995-06-10)[2] (85 лет),"Гуссерль, Кант","Оливье Рево д'Аллонн,Клеменс Рамну,Рене Пассерон,Бернар Тейссэдр,Жан Франсуа Лиотар,Пьер Сансо,Лилиан Брион,Жильбер Ласко,Ролан Барт",,
3396858,"Лесьневский, Станислав",https://ru.wikipedia.org/wiki/Лесьневский%2C_Станислав,30 марта 1886(1886-03-30),13 мая 1939(1939-05-13) (53 года),Казимир Твардовский,Альфред Тарский,,
3412674,"Кенни, Энтони",https://ru.wikipedia.org/wiki/Кенни%2C_Энтони,,,,,,
3426193,"Тетенс, Иоганн Николас",https://ru.wikipedia.org/wiki/Тетенс%2C_Иоганн_Николас,16 сентября 1736(1736-09-16)[1][2][…],17 августа 1807(1807-08-17)[1][3] (70 лет),,,,
3429793,Клеобулина,https://ru.wikipedia.org/wiki/Клеобулина,неизвестно,неизвестно,,,,досократики
3444638,"Цешковский, Август",https://ru.wikipedia.org/wiki/Цешковский%2C_Август,12 сентября 1814(1814-09-12),12 марта 1894(1894-03-12) (79 лет),Гегель,,,Гегельянство
3447872,"Волкогонова, Ольга Дмитриевна",https://ru.wikipedia.org/wiki/Волкогонова%2C_Ольга_Дмитриевна,19 февраля 1960(1960-02-19) (64 года),,,,Современная философия,Марксизм-ленинизм (до 1991)
3466356,"Бигеев, Муса Яруллович",https://ru.wikipedia.org/wiki/Бигеев%2C_Муса_Яруллович,25 декабря 1873  (7 января 1874)(1874-01-07),28 октября 1949(1949-10-28) (75 лет),,,,
3473389,"Энском, Элизабет",https://ru.wikipedia.org/wiki/Энском%2C_Элизабет,18 марта 1919(1919-03-18),5 января 2001(2001-01-05) (81 год),"Аристотель[2], Фома Аквинский[2] и Людвиг Витгенштейн[2]",,,
3473884,"Гваттари, Феликс",https://ru.wikipedia.org/wiki/Гваттари%2C_Феликс,30 марта или 30 апреля 1930,29 августа 1992(1992-08-29),"Спиноза, Кант, Карл Маркс, Ницше, Сартр, Жак Лакан, Мишель Фуко",,,
3485999,"Ван Бреда, Герман Лео",https://ru.wikipedia.org/wiki/Ван_Бреда%2C_Герман_Лео,28 февраля 1911(1911-02-28),4 марта 1974(1974-03-04) (63 года),,,,
3490797,"Ельмеев, Василий Яковлевич",https://ru.wikipedia.org/wiki/Ельмеев%2C_Василий_Яковлевич,,,,,,
3499545,"Митрохин, Лев Николаевич",https://ru.wikipedia.org/wiki/Митрохин%2C_Лев_Николаевич,,,,,,
3501100,"Говард, Эбенизер",https://ru.wikipedia.org/wiki/Говард%2C_Эбенизер,29 января 1850(1850-01-29)[1][2][…],1 мая 1928(1928-05-01)[3][1][…] (78 лет),,,,
3517221,Буддхадаса,https://ru.wikipedia.org/wiki/Буддхадаса,,,,,,
3517590,"Фестюжьер, Андре-Жан",https://ru.wikipedia.org/wiki/Фестюжьер%2C_Андре-Жан,,,,,,
3520578,"Бек, Христиан Даниель",https://ru.wikipedia.org/wiki/Бек%2C_Христиан_Даниель,,,,,,
3525374,"Махан, Тибор",https://ru.wikipedia.org/wiki/Махан%2C_Тибор,18 марта 1939(1939-03-18),24 марта 2016(2016-03-24) (77 лет),,,современная философия,либертарианство
3526307,"Леруа, Жан-Франсуа",https://ru.wikipedia.org/wiki/Леруа%2C_Жан-Франсуа,,,,,,
3536399,Демокед,https://ru.wikipedia.org/wiki/Демокед,,,,,,
3542426,"Шпрангер, Эдуард",https://ru.wikipedia.org/wiki/Шпрангер%2C_Эдуард,27 июня 1882(1882-06-27),17 сентября 1963(1963-09-17) (81 год),Вильгельм Дильтей Генрих Риккерт,,,
3545234,Хармад,https://ru.wikipedia.org/wiki/Хармад,168/167 до н. э.,около 95 до н. э.,,,эллинизм,
3548550,"Грайс, Герберт Пол",https://ru.wikipedia.org/wiki/Грайс%2C_Герберт_Пол,13 мая 1913(1913-05-13),28 августа 1988(1988-08-28) (75 лет),Витгенштейн,"Стросон , К. Бах",Философия XX века,Аналитическая философия
3564456,"Паланте, Жорж",https://ru.wikipedia.org/wiki/Паланте%2C_Жорж,20 ноября 1862(1862-11-20)[1],5 августа 1925(1925-08-05)[1] (62 года),"Ницше, Штирнер, Фрейд, Ибсен, Стриндберг[2], Стендаль, Гобино, Готье, Амьель, Констан, Виньи[3]","Гийу, Гренье, Онфре",,"Ницшеанство, анархо-индивидуализм, анархо-пацифизм, нигилизм, атеизм, пессимизм"
3565857,"Онфре, Мишель",https://ru.wikipedia.org/wiki/Онфре%2C_Мишель,1 января 1959(1959-01-01) (65 лет),,"Диоген, Эпикур, Будда, Ницше, Прудон, Батай, Делёз, Фуко, Паланте, Камю",,Современная философия,"Постанархизм, анархо-пацифизм, анархо-эгоизм, гедонизм, атеизм"
3567393,Гегесин Пергамский,https://ru.wikipedia.org/wiki/Гегесин_Пергамский,II век до н. э.,,,,эллинизм,
3569021,"Касавин, Илья Теодорович",https://ru.wikipedia.org/wiki/Касавин%2C_Илья_Теодорович,7 ноября 1954(1954-11-07) (70 лет),,"В. А. Лекторский, В. С. Степин, П. Фейерабенд, Д. Блур, К. Хюбнер[нем.], С. Фуллер[англ.], А.С. Богомолов, А. Ф. Зотов","А. Н. Круглов, А. Ю. Антоновский, Ю. С. Моркина, В. А. Колпаков, Е. В. Вострикова, Л. А. Тухватулина",Философия XXI века,
3574222,"Лебедев, Сергей Александрович (философ)",https://ru.wikipedia.org/wiki/Лебедев%2C_Сергей_Александрович_(философ),28 июня 1940(1940-06-28) (84 года),,,,,
3585481,"Бэн, Александр",https://ru.wikipedia.org/wiki/Бэн%2C_Александр,11 июня 1818(1818-06-11),18 сентября 1903(1903-09-18) (85 лет),,,,
3591319,"Йоэль, Карл (философ)",https://ru.wikipedia.org/wiki/Йоэль%2C_Карл_(философ),27 марта 1864(1864-03-27),23 июля 1934(1934-07-23) (70 лет),,,,
3592496,"Уэст, Корнел",https://ru.wikipedia.org/wiki/Уэст%2C_Корнел,2 июня 1953(1953-06-02) (71 год),,"Ричард Рорти[2], Антон Павлович Чехов[3], Стэнли Кэвелл[4] и Джон Колтрейн[5]",,,"прагматизм, экзистенциализм, историцизм"
3618804,"Харман, Грэм",https://ru.wikipedia.org/wiki/Харман%2C_Грэм,9 мая 1968(1968-05-09) (56 лет),,"Мартин Хайдеггер, Эдмунд Гуссерль, Бруно Латур, Альфред Норт Уайтхед, Хавьер Субири, Говард Филлипс Лавкрафт",,Современная философия,Объектно-ориентированная онтология
3619092,"Грант, Иан Гамильтон",https://ru.wikipedia.org/wiki/Грант%2C_Иан_Гамильтон,21 ноября 1963(1963-11-21)[1] (61 год),,"Платон, Фридрих Вильгельм Йозеф Шеллинг, Жиль Делёз",,Современная философия,Трансцендентальный материализм
3619792,"Злобин, Наль Степанович",https://ru.wikipedia.org/wiki/Злобин%2C_Наль_Степанович,19 мая 1930(1930-05-19),25 января 1998(1998-01-25) (67 лет),,,,
3629946,"Лейбнюц, Фридрих",https://ru.wikipedia.org/wiki/Лейбнюц%2C_Фридрих,,,,,,
3644430,"Бельо, Андрес",https://ru.wikipedia.org/wiki/Бельо%2C_Андрес,29 ноября 1781(1781-11-29),15 октября 1865(1865-10-15) (83 года),,,,
3644772,"Эдельман, Иоганн Христиан",https://ru.wikipedia.org/wiki/Эдельман%2C_Иоганн_Христиан,9 июля 1698(1698-07-09),15 февраля 1767(1767-02-15) (68 лет),"Спиноза, Толанд",,,
