id,title,wikipedia_url,birth_date,death_date,influenced_by,influenced,period_life,school_teaching
256,"Ленин, Владимир Ильич",https://ru.wikipedia.org/wiki/Ленин%2C_Владимир_Ильич,,,,,,
1205,"Иванов, Вячеслав Иванович",https://ru.wikipedia.org/wiki/Иванов%2C_Вячеслав_Иванович,16 (28) февраля 1866[1] или 28 февраля 1866(1866-02-28)[2][1],16 июля 1949(1949-07-16)[3][4][…] (83 года),,,,
1206,Зенон Элейский,https://ru.wikipedia.org/wiki/Зенон_Элейский,около 490 до н. э.[1],около 425 до н. э.[1],Парменид,,,Элеаты
1207,"Кант, Иммануил",https://ru.wikipedia.org/wiki/Кант%2C_Иммануил,22 апреля 1724(1724-04-22),12 февраля 1804(1804-02-12) (79 лет),"Платон, Беркли, Вольф, Тетенс, Хатчесон, Монтень, Юм, Декарт, Лейбниц, Локк, Мальбранш, Ньютон, Руссо, Спиноза","Рейнгольд, Якоби, Мендельсон, Бердяев, Гербарт, Соломон Маймон, Фихте, Бранкович, Шеллинг, Гегель, Шопенгауэр, Фриз, Гельмгольц, Коген, Наторп, Виндельбанд, Риккерт, Риль, Файхингер, Кассирер, Гуссерль, Хайдеггер, Пирс, Витгенштейн, Апель, Стросон, Куайн, Фуко, Делёз, Хабермас, Ницше",философия XVIII века,кантианство
1208,Демокрит,https://ru.wikipedia.org/wiki/Демокрит,460 до н. э.(-460),370 до н.э. (≈ 90 лет),Левкипп,Эпикур,Древнегреческая философия,Атомисты
1212,"Гегель, Георг Вильгельм Фридрих",https://ru.wikipedia.org/wiki/Гегель%2C_Георг_Вильгельм_Фридрих,27 августа 1770(1770-08-27)[1][2][…],14 ноября 1831(1831-11-14)[1][2][…] (61 год),"Фридрих Вильгельм Йозеф фон Шеллинг, Иммануил Кант, Гераклит Эфесский, Бенедикт Спиноза, Шарль де Монтескьё, Аристотель, Платон, Плотин, Прокл Диадох, Ансельм Кентерберийский, Николай Кузанский, Рене Декарт, Жан-Жак Руссо, Якоб Бёме, Иоганн Готлиб Фихте и Фридрих Шлейермахер","Розенкранц, Фейербах, Маркс, Энгельс, Бруно Бауэр, Томас Грин, Генрих Густав Гото, Брэдли, Ленин, Лукач, Лифшиц, Хайдеггер, Маркузе, Александр Кожев, Сартр, Карл Барт, Ханс Кюнг, Хабермас, Гадамер, Ильенков, Чарльз Тейлор, Ильин, Киреевский",философия XIX века,
1213,"Бэкон, Фрэнсис",https://ru.wikipedia.org/wiki/Бэкон%2C_Фрэнсис,,,,,,
1216,"Беркли, Джордж",https://ru.wikipedia.org/wiki/Беркли%2C_Джордж,12 марта 1685(1685-03-12),12 января 1753(1753-01-12) (67 лет),Дж. ЛоккН. Мальбранш,Д. ЮмИ. КантА. Шопенгауэр,Философия XVIII века,Субъективный идеализм
1217,"Бердяев, Николай Александрович",https://ru.wikipedia.org/wiki/Бердяев%2C_Николай_Александрович,6 (18) марта 1874[1][2][…],24 марта 1948(1948-03-24)[3][4][…] (74 года),"К. ЛеонтьевКьеркегорГегельВл. СоловьёвБёмеЛ. ТолстойКантА. ХомяковБаадерДостоевскийНицшеШопенгауэрРозанов
Хайдеггер",Эм. МуньеЖ. ЭллюльО. ХакслиГ. МарсельГ. ФедотовА. ЛосевК. БартАл. МеньВениамин (Новик)Б. Кагарлицкий,философия XX века,"континентальная философия, русская религиозная философия"
1218,Аристотель,https://ru.wikipedia.org/wiki/Аристотель,384 до н. э.(-384),322 до н. э.(-322),"Платон, Сократ",,Античная философия,Перипатетики
1219,Анаксимандр,https://ru.wikipedia.org/wiki/Анаксимандр,610 до н. э.(-610),547/540 до н. э.,Фалес,Анаксимен,Древнегреческая философия,Милетская школа
1221,"Кьеркегор, Сёрен",https://ru.wikipedia.org/wiki/Кьеркегор%2C_Сёрен,5 мая 1813(1813-05-05)[1][2][…],11 ноября 1855(1855-11-11)[1][2][…] (42 года),Гегель · Лютер · Кант · Гаман · Сократ,"Ясперс · Витгенштейн · Хайдеггер · Сартр, Марсель · Бубер · Тиллих · Р. Барт · Оден · Камю · Кафка · Де Бовуар · Мэй · Апдайк · К. Барт, Ницше, Бультман · П. В. Рябов",Философия XIX века,"Континентальная философия,[3][4] Датский золотой век, предтеча экзистенциализма, постмодернизма, постструктурализма, экзистенциальной психологии, неоортодоксии и многих др."
1222,"Лейбниц, Готфрид Вильгельм",https://ru.wikipedia.org/wiki/Лейбниц%2C_Готфрид_Вильгельм,,,,,,
1223,Лукреций,https://ru.wikipedia.org/wiki/Лукреций,"около 99 года до н. э. (по одной из версий),","середина 50-х гг. до н. э.,",,,поздняя Римская республика[вд],эпикуреизм
1226,"Ницше, Фридрих",https://ru.wikipedia.org/wiki/Ницше%2C_Фридрих,15 октября 1844(1844-10-15)[1][2][…],25 августа 1900(1900-08-25)[1][2][…] (55 лет),"Сократ, Платон, Фукидид, Чезаре Борджиа, Наполеон, Аристотель, Эпикур, Парменид, Гераклит, Древнегреческая философия, Дионис, Александр, Гомер, Цезарь, Эсхил, Феогнид, Шопенгауэр, Герцен[3][4][5], Вольтер, Спиноза, Кант, Гегель, Гёте, Ричль, Вагнер, Саломе, Паскаль, Гёльдерлин, Достоевский[6], Заратустра, Ману, Монтень,  Ларошфуко","Мишель Фуко, Шпенглер, Ортега-и-Гассет, Д’Аннунцио, Эвола, Фрейд, Юнг, Брандес, Стринсберг, Арто, Хайдеггер, Муссолини, Гитлер, Шелер, Лёвит, Маннгейм, Тённис, Ясперс, Бердяев, Камю, Сартр, Бергсон, Батай, Юнгер, Вебер, Бенн, Адорно, Бубер, Делёз, Ливри, Горький, Маяковский, Де Бенуа, Фай, Дугин, Мисима, Хейдиз, Лавей, Хаббард, Моррисон, Рэнд, Донцов, Чоран",философия XIX века,неклассическая немецкая философия
1227,Парменид,https://ru.wikipedia.org/wiki/Парменид,около 540 до н. э.,около 470 до н. э.,Ксенофан Колофонский пифагореец Аминий[1],"Платон, Зенон Элейский, Мелисс",Досократики,Элеаты
1229,"Паскаль, Блез",https://ru.wikipedia.org/wiki/Паскаль%2C_Блез,,,,,,
1231,Платон,https://ru.wikipedia.org/wiki/Платон,428/427 до н.э. или 424/423 до н.э.,348/347 до н.э.,"Сократ, Архит, Демокрит, Парменид, Пифагор, Гераклит","Аристотель, практически все европейские и ближневосточные философы",Древняя Греция,
1232,Протагор,https://ru.wikipedia.org/wiki/Протагор,около 490 до н. э.[1],около 420 до н. э.[1],,,,
1235,Сократ,https://ru.wikipedia.org/wiki/Сократ,около 469 года до н. э.,около 399 года до н. э. (70 лет),"досократики, софисты","Платон, Ксенофонт, Аристотель, сократические школы, стоики и др.",,"классическая греческая философия, сократическая"
1236,"Соловьёв, Владимир Сергеевич",https://ru.wikipedia.org/wiki/Соловьёв%2C_Владимир_Сергеевич,16 (28) января 1853[1][2][…],31 июля (13 августа) 1900[1][2][…] (47 лет),"Платон, Шопенгауэр, Гегель, Шеллинг","Николай Бердяев, Сергей Трубецкой, Александр Блок, Андрей Белый, Александр Кожев, Пётр Рябов, Эмиль Чоран, Александр Мень, Феодосий Добржанский[3]",,
1237,"Спиноза, Бенедикт",https://ru.wikipedia.org/wiki/Спиноза%2C_Бенедикт,24 ноября 1632(1632-11-24),21 февраля 1677(1677-02-21) (44 года),"Аль-Фараби, Ибн Рушд, Декарт, стоики, Гоббс, Маймонид, Николай Кузанский, Джордано Бруно, Акоста","Лессинг, Гердер, Гёте, , Шлейермахер, Йенские романтики, Шеллинг, Гегель, Ницше, Эйнштейн, Альтюссер, Делёз, Тиллих",Философия XVII века,"Рационализм, монизм, основатель спинозизма"
1239,"Хайдеггер, Мартин",https://ru.wikipedia.org/wiki/Хайдеггер%2C_Мартин,26 сентября 1889(1889-09-26),26 мая 1976(1976-05-26) (86 лет),"досократики, Платон, Аристотель, Дунс Скот, Кант, Шеллинг, Гегель, Кьеркегор, Ницше, Брентано, Дильтей, Гуссерль","Агамбен, Арендт, Бадью, Бофре, Бультман, Гадамер, Делёз, Деррида, Дугин, Кожев, Маркузе, Мерло-Понти, Нанси,  Ранер, Сартр, Слотердайк, Тиллих, Фуко, Шутлич, Яннарас",философия XX века,"феноменология, герменевтика, экзистенциализм"
1240,"Шамфор, Себастьен-Рок Никола де",https://ru.wikipedia.org/wiki/Шамфор%2C_Себастьен-Рок_Никола_де,,,,,,
1241,"Шеллинг, Фридрих Вильгельм Йозеф",https://ru.wikipedia.org/wiki/Шеллинг%2C_Фридрих_Вильгельм_Йозеф,27 января 1775(1775-01-27)[1][2][…],20 августа 1854(1854-08-20)[1][2][…] (79 лет),"Платон, Джордано Бруно, Якоб Бёме, Бенедикт Спиноза, Готфрид Вильгельм Лейбниц, Иммануил Кант, Жан Батист Рене Робине, Фридрих Генрих Якоби, Иоганн Готфрид Гердер, Иоганн Вольфганг фон Гёте, Иоганн Христиан Фридрих Гёльдерлин и Иоганн Готлиб Фихте","Владимир Соловьёв, Сергей Булгаков, Павел Флоренский, Семён Франк, Пауль Тиллих, Габриэль Марсель, Карл Ясперс, Мартин Хайдеггер",философия XIX века,
1243,Эмпедокл,https://ru.wikipedia.org/wiki/Эмпедокл,около 494 до н. э.[1][2],около 434 до н. э.[2],Пифагор[6],,,
1244,"Юм, Дэвид",https://ru.wikipedia.org/wiki/Юм%2C_Дэвид,26 апреля (7 мая) 1711[1][2][…],25 августа 1776(1776-08-25)[1][2][…] (65 лет),"Джон Локк, Джордж Беркли, Фрэнсис Хатчесон, Исаак Ньютон","Адам Смит, Адам Фергюсон, Иммануил Кант, Джереми Бентам, Джеймс Мэдисон, Александр Гамильтон, Огюст Конт, Уильям Джемс, Чарльз Дарвин, Бертран Рассел, Томас Генри Хаксли, Джон Стюарт Милль, Альберт Эйнштейн, Айер, Дж. Л. Мэки[англ.]",Просвещение,"Эмпиризм,Шотландское Просвещение"
1245,"Ясперс, Карл",https://ru.wikipedia.org/wiki/Ясперс%2C_Карл,23 февраля 1883(1883-02-23),26 февраля 1969(1969-02-26) (86 лет),"Экхарт, Гёте, Вебер, Кант, Хайдеггер, Кьеркегор","Сартр, Камю, Больнов, Кожев, Рикёр, Гадамер, Арендт, Гайденко",Философия XX века,"Неокантианство (изначально), экзистенциализм, феноменология (впоследствии)"
1289,Ефрем Малый,https://ru.wikipedia.org/wiki/Ефрем_Малый,,,,,,
1303,Гераклит,https://ru.wikipedia.org/wiki/Гераклит,"ок. 544 до н. э.,",ок. 483 до н. э.,Гиппас из Метапонта и Ксенофан,"Кратил, Платон, Аристотель, Гегель, Ницше, Хайдеггер и многие др.",древнегреческая философия,вне школ
1456,"Достоевский, Фёдор Михайлович",https://ru.wikipedia.org/wiki/Достоевский%2C_Фёдор_Михайлович,30 октября (11 ноября) 1821(1821-11-11),28 января (9 февраля) 1881(1881-02-09) (59 лет),,,,
2804,Эпикур,https://ru.wikipedia.org/wiki/Эпикур,342 до н. э.[1][2],270 до н. э.[1][2][…],Демокрит,"Метродор из Лампсака, Колот, Зенон из Сидона и др.",эллинизм,эпикуреизм
2807,Пиррон,https://ru.wikipedia.org/wiki/Пиррон,около 360-е до н. э.[1],около 270-е до н. э.[1],"Гимнософисты (индийская философия, преимущественно буддизм)","Тимон из Флиунта, Гекатей Абдерский, Навсифан, Энесидем, Секст Эмпирик",,
2870,Аркесилай,https://ru.wikipedia.org/wiki/Аркесилай,315 до н. э.,240 до н. э.,,,эллинизм,
2871,Карнеад,https://ru.wikipedia.org/wiki/Карнеад,214 или 213 год до н. э.,129 или 128 год до н. э.,,,эллинизм,Академический скептицизм
2872,Энесидем,https://ru.wikipedia.org/wiki/Энесидем,около 80 до н. э.[1],около 10 до н. э.[1],,,эллинизм и Римская республика[4],
2873,Секст Эмпирик,https://ru.wikipedia.org/wiki/Секст_Эмпирик,около II века[1],около III века[2][1][…],"Пиррон, Энесидем, Агриппа",,Римская империя,
2892,Фалес Милетский,https://ru.wikipedia.org/wiki/Фалес_Милетский,637/624 годы до н. э.,558/547 годы до н. э.,,"Анаксимандр, Анаксимен",,Милетская школа
2893,Филон Александрийский,https://ru.wikipedia.org/wiki/Филон_Александрийский,25 до н. э.(-025),50 н. э.,"платонизм, стоицизм",Аполлос Александрийский,Римская империя,александрийская школа
2925,Аммоний Саккас,https://ru.wikipedia.org/wiki/Аммоний_Саккас,175,не ранее 240 и не позднее 245[2],,,Римская империя,
2967,Анаксимен,https://ru.wikipedia.org/wiki/Анаксимен,585 до н. э./560 до н. э.,525/502 до н. э.,"Фалес, Анаксимандр",,Древнегреческая философия,Милетская школа
2978,Диоген Аполлонийский,https://ru.wikipedia.org/wiki/Диоген_Аполлонийский,460 до н. э.,V век до н. э.,,,,
2979,Ксенофан,https://ru.wikipedia.org/wiki/Ксенофан,ок. 570 г. до н. э.,ок. 475 г. до н. э.,,Парменид,Досократики,Элеаты
2981,Мелисс,https://ru.wikipedia.org/wiki/Мелисс,,,Парменид,,"Античная философия,",Элейская школа
2986,Горгий,https://ru.wikipedia.org/wiki/Горгий,около 483 года до н. э.,между 380 и 376 годами до н. э.,,,,
2987,Гиппий Элидский,https://ru.wikipedia.org/wiki/Гиппий_Элидский,около 470 года до н. э.,после 399 года до н. э.,,,,софистика
2988,Продик,https://ru.wikipedia.org/wiki/Продик,около 460 до н. э. или 464 до н. э.[1],около 380 до н. э.,,,,
2990,Антисфен,https://ru.wikipedia.org/wiki/Антисфен,между 455 и 445 годами до н. э.,около 366 года до н. э.,"Горгий, Сократ",Диоген,,киники
2993,Аристипп,https://ru.wikipedia.org/wiki/Аристипп,около 435 до н. э.[1],355 до н. э. или 366 до н. э.,Сократ,,эллинизм,
2994,Киники,https://ru.wikipedia.org/wiki/Киники,,,,,,
2995,Диоген,https://ru.wikipedia.org/wiki/Диоген,около 412 до н. э.,10 июня 323 до н. э.(-323-06-10),,киники,,
3003,"Гаман, Иоганн Георг",https://ru.wikipedia.org/wiki/Гаман%2C_Иоганн_Георг,27 августа 1730(1730-08-27),21 июня 1788(1788-06-21) (57 лет),,,,
3028,Эвгемер,https://ru.wikipedia.org/wiki/Эвгемер,IV век до н. э.,III век до н. э.,,,эллинизм,
3074,Теофраст,https://ru.wikipedia.org/wiki/Теофраст,около 371 до н. э.,287 до н. э.[1],,,эллинизм,
3076,Дикеарх,https://ru.wikipedia.org/wiki/Дикеарх,не ранее 375 до н. э. и не позднее 347 до н. э.[1],не ранее 285 до н. э. и не позднее 280 до н. э.[1],,,эллинизм,
3078,Хрисипп,https://ru.wikipedia.org/wiki/Хрисипп,279 до н. э.,206 до н. э.,Клеанф,,эллинизм,
3123,Эпиктет,https://ru.wikipedia.org/wiki/Эпиктет,около 50[1][2][…],138[3],,,Римская империя[3],стоицизм
3128,Плотин,https://ru.wikipedia.org/wiki/Плотин,204/205,270(0270),"Платон, Аристотель, Аммоний Саккас","Амелий, Порфирий, Ямвлих, Максим Эфесский, император Юлиан, Саллюстий, Теодор Асинский, Сопатр, Дексипп, Плутарх Афинский, Сириан Александрийский, Дамаский, Симпликий, Прокл Диадох, Марин, Исидор",Позднеантичная философия,неоплатонизм
3131,Прокл Диадох,https://ru.wikipedia.org/wiki/Прокл_Диадох,8 февраля 412(0412-02-08),17 апреля 485(0485-04-17) (73 года),"Плотин, Аристотель, Платон, Плутарх Афинский и Сириан Александрийский","Агапий

Марин Неаполитанский",,неоплатоники
3132,Гипатия,https://ru.wikipedia.org/wiki/Гипатия,,,,,,
3141,Ориген,https://ru.wikipedia.org/wiki/Ориген,ок. 185,ок. 253,"платонизм, неоплатонизм, гностицизм",,Римская империя,Александрийская богословская школа
3142,Цельс,https://ru.wikipedia.org/wiki/Цельс,II век,неизвестно,,,Римская империя,платонизм
3706,"Свифт, Джонатан",https://ru.wikipedia.org/wiki/Свифт%2C_Джонатан,30 ноября 1667(1667-11-30)[1][2][…],19 октября 1745(1745-10-19)[1][2][…] (77 лет),,,,
3722,"Рассел, Бертран",https://ru.wikipedia.org/wiki/Рассел%2C_Бертран,18 мая 1872(1872-05-18)[1][2][…],2 февраля 1970(1970-02-02)[3][1][…] (97 лет),"Лейбниц, Юм, Мур, Фреге, Уайтхед, Милль","Ричард Докинз, Витгенштейн, Айер, Карнап, Гёдель, Поппер, Куайн, Хомский",Философия XX века,Аналитическая философия
3802,Маймонид,https://ru.wikipedia.org/wiki/Маймонид,,,,,,
4417,"Шопенгауэр, Артур",https://ru.wikipedia.org/wiki/Шопенгауэр%2C_Артур,22 февраля 1788(1788-02-22)[1][2][…],21 сентября 1860(1860-09-21)[1][2][…] (72 года),"Платон, Джон Локк, Бенедикт Спиноза, Дэвид Юм, Иммануил Кант и Иоганн Вольфганг фон Гёте",,философия XIX века,
4727,"Флоренский, Павел Александрович",https://ru.wikipedia.org/wiki/Флоренский%2C_Павел_Александрович,9 (21) января 1882,8 декабря 1937(1937-12-08)[1][2] (55 лет),"Соловьёв, Серапион (Машкин)","Лосев, Фудель, Мень",Современная философия,Русская религиозная философия
6265,Ибн Рушд,https://ru.wikipedia.org/wiki/Ибн_Рушд,14 апреля 1126(1126-04-14),10 декабря 1198(1198-12-10) (72 года),"Аристотель[1], Мухаммед, Платон, Плотин, Малик ибн Анас, Абу Хамид аль-Газали, Ибн Баджа, Ибн Зухр, Ибн Туфайль, Аль-Фараби и Ибн Сина","Сигер Брабантский, Боэций Дакийский, Фома Аквинский, Маймонид, Джордано Бруно, Спиноза",Золотой век ислама,Аверроизм
6389,"Голубинский, Фёдор Александрович",https://ru.wikipedia.org/wiki/Голубинский%2C_Фёдор_Александрович,22 декабря 1797  (2 января 1798)(1798-01-02),22 августа (3 сентября) 1854(1854-09-03) (56 лет),,,,
6390,Серапион (Машкин),https://ru.wikipedia.org/wiki/Серапион_(Машкин),29 марта (10 апреля) 1854(1854-04-10),20 февраля (5 марта) 1905(1905-03-05) (50 лет),,,,
7287,Ибн Сина,https://ru.wikipedia.org/wiki/Ибн_Сина,около 980[1][2][…],18 июня 1037,"Абу Райхан аль-Бируни, Плотин, Мухаммед, Гален, Аристотель, Гиппократ, Ибн Зухр, Васил ибн Ата, Абу Зайд аль-Балхи, Аль-Кинди, Ар-Рази, Абу Бакр Мухаммад и Аль-Фараби[5][6]",,Золотой век ислама[4] и Шиитский век,
7419,"Шестов, Лев Исаакович",https://ru.wikipedia.org/wiki/Шестов%2C_Лев_Исаакович,24 января (5 февраля) 1866,19 ноября 1938(1938-11-19) (72 года),"Паскаль, Кьеркегор, Ницше, Достоевский, Толстой, Плотин, Лютер, Спиноза","Камю, Фондан, Батай, Чоран, Лоренс",Современная философия,"Русская религиозная философия, иррационализм, религиозный экзистенциализм"
8074,Левкипп,https://ru.wikipedia.org/wiki/Левкипп,V век до н. э.,V век до н. э.,"Зенон Элейский, Парменид",Демокрит,,
8381,"Киреевский, Иван Васильевич",https://ru.wikipedia.org/wiki/Киреевский%2C_Иван_Васильевич,22 марта (3 апреля) 1806,11 (23) июня 1856 (50 лет),,,,
8905,"Фичино, Марсилио",https://ru.wikipedia.org/wiki/Фичино%2C_Марсилио,19 октября 1433[1],1 октября 1499[1] (65 лет),,,,"платонизм, неоплатонизм"
9056,"Штейнер, Рудольф",https://ru.wikipedia.org/wiki/Штейнер%2C_Рудольф,27 февраля 1861(1861-02-27)[1][2],30 марта 1925(1925-03-30)[3][4][…] (64 года),Гегель · Гёте · Ницше · Фихте · Шиллер · Шопенгауэр · Брентано · Блаватская,Йозеф Бойс · Андрей Белый · Василий Кандинский · Альберт Швейцер · Юлиан Щуцкий · Максимилиан Волошин,,
10054,"Ноль, Герман",https://ru.wikipedia.org/wiki/Ноль%2C_Герман,7 октября 1879(1879-10-07),26 сентября 1960(1960-09-26) (80 лет),,,,
11003,"Энгельс, Фридрих",https://ru.wikipedia.org/wiki/Энгельс%2C_Фридрих,28 ноября 1820(1820-11-28)[1][2][…],5 августа 1895(1895-08-05)[1][2][…] (74 года),"Гегель, Фейербах, А. Смит, Штирнер, Рикардо","Ленин, Че Гевара, Сталин, Троцкий",,"марксизм: диалектический материализм, исторический материализм"
13597,"Леонтьев, Константин Николаевич",https://ru.wikipedia.org/wiki/Леонтьев%2C_Константин_Николаевич,13 (25) января 1831,12 (24) ноября 1891 (60 лет),"Данилевский, Григорьев","Бердяев, Розанов",философия XIX века,
13853,"Чаадаев, Пётр Яковлевич",https://ru.wikipedia.org/wiki/Чаадаев%2C_Пётр_Яковлевич,27 мая (7 июня) 1794,14 (26) апреля 1856 (61 год),"Шеллинг, Фридрих Вильгельм Йозеф",,середина XIX века,
14109,"Маркс, Карл",https://ru.wikipedia.org/wiki/Маркс%2C_Карл,5 мая 1818(1818-05-05)[1][2][…],14 марта 1883(1883-03-14)[3][2][…] (64 года),"Георг Вильгельм Фридрих Гегель[1][8][…], Макс Штирнер, Людвиг Андреас Фейербах[9][10] и Сущность христианства[вд]",,,марксизм
14524,"Гуссерль, Эдмунд",https://ru.wikipedia.org/wiki/Гуссерль%2C_Эдмунд,8 апреля 1859(1859-04-08),27 апреля 1938(1938-04-27) (79 лет),"Франц Брентано, Карл Штумпф, Рене Декарт, Готлоб Фреге, Кант","Эйген Финк, Курт Гёдель, Мартин Хайдеггер, Жак Деррида, Бернар Стиглер, Эммануэль Левинас, Морис Мерло-Понти, Жан-Поль Сартр, Макс Шелер, Эдит Штайн, Энцо Пачи, Рудольф Карнап, Александр Койре, Роман Ингарден, Антонио Мильян-Пуэльес, Ханна Арендт, Лешек Колаковский, Ян Паточка, Лео Штраус, Густав Шпет, Алексей Лосев, Альфред Шюц, Карл Ясперс",Философия XX века,Феноменология
15040,"Аббаньяно, Никола",https://ru.wikipedia.org/wiki/Аббаньяно%2C_Никола,15 июля 1901(1901-07-15)[1][2][…],9 сентября 1990(1990-09-09)[2][3][…] (89 лет),,,,
16380,"Лосев, Алексей Фёдорович",https://ru.wikipedia.org/wiki/Лосев%2C_Алексей_Фёдорович,10/11 сентября (23 сентября) 1893,24 мая 1988(1988-05-24)[1][2] (94 года),"Бердяев, Соловьёв, Гуссерль, Бергсон, Флоренский, Франк, Достоевский, Шпет, Кант","Аверинцев, Бибихин, Гайденко, Гиндин, Леонид Александрович, Гусейнов, Джимбинов, Кедров, Михайлов, Руднев, Тахо-Годи, Холопов, Хоружий, Шестаков",современная философия,"русская религиозная философия, антиинтеллектуализм, феноменология"
16836,"Штайн, Эдит",https://ru.wikipedia.org/wiki/Штайн%2C_Эдит,12 октября 1891(1891-10-12)[1][2][…],9 августа 1942(1942-08-09)[2][3][…] (50 лет),,,,
17330,"Бакунин, Михаил Александрович",https://ru.wikipedia.org/wiki/Бакунин%2C_Михаил_Александрович,30 мая 1814(1814-05-30)[1],1 июля 1876(1876-07-01)[2][1][…] (62 года),"Эрнст Теодор Амадей Гофман, Александр Иванович Герцен, Николай Платонович Огарёв, Пьер Жозеф Прудон, Жан-Жак Руссо, Людвиг Андреас Фейербах, Карл Маркс, Георг Вильгельм Фридрих Гегель и Фёдор Михайлович Достоевский",,Философия XIX века,"Социальный анархизм, атеизм"
18527,"Кропоткин, Пётр Алексеевич",https://ru.wikipedia.org/wiki/Кропоткин%2C_Пётр_Алексеевич,27 ноября (9 декабря) 1842[2],8 февраля 1921(1921-02-08)[3][4][…] (78 лет),"Бакунин, Прудон[5], народники",все последующие теоретики анархизма и родственных течений,,"Философия XIX века, Философия XX века"
18589,"Александров, Александр Данилович",https://ru.wikipedia.org/wiki/Александров%2C_Александр_Данилович,,,,,,
18860,"Валиди, Ахмет-Заки",https://ru.wikipedia.org/wiki/Валиди%2C_Ахмет-Заки,,,,,,
19176,"Хомский, Ноам",https://ru.wikipedia.org/wiki/Хомский%2C_Ноам,7 декабря 1928(1928-12-07)[1][2][…] (96 лет),,,,Философия XX века,"Лингвистика, аналитическая философия"
20518,"Розанов, Василий Васильевич",https://ru.wikipedia.org/wiki/Розанов%2C_Василий_Васильевич,2 мая 1856(1856-05-02)[1][2][…] или 20 апреля (2 мая) 1856[3],5 февраля 1919(1919-02-05)[4][5][…] (62 года),"Достоевский, Бердяев, Леонтьев, Страхов, Мельников-Печерский","Гиппиус, Мережковский, Гершензон, Селивачёв, Голлербах, Чоран, Николюкин, Галковский, Крылов",1880-е — 1910-е гг.,"русская религиозная философия
антипозитивизм

пессимизм (поздние годы)"
21001,Пьетро д’Абано,https://ru.wikipedia.org/wiki/Пьетро_д’Абано,около 1250[1][2][…],1316[3][4],,,,
21208,"Брентано, Франц",https://ru.wikipedia.org/wiki/Брентано%2C_Франц,16 января 1838(1838-01-16),17 марта 1917(1917-03-17) (79 лет),,,,Вюрцбургская школа
21563,"Чирнхаус, Эренфрид Вальтер фон",https://ru.wikipedia.org/wiki/Чирнхаус%2C_Эренфрид_Вальтер_фон,10 апреля 1651(1651-04-10)[1][2][…],11 октября 1708(1708-10-11)[1][2][…] (57 лет),"Гейлинкс, Сильвий, Pieter van Schooten",,,
21622,"Спенсер, Герберт",https://ru.wikipedia.org/wiki/Спенсер%2C_Герберт,27 апреля 1820(1820-04-27)[1][2][…] или 28 апреля 1820(1820-04-28)[3],8 декабря 1903(1903-12-08)[1][2][…] (83 года),"Анри Сен-Симон, Огюст Конт",,,"эволюционизм, органическая школа, либерализм, позитивизм"
22103,"Оккам, Уильям",https://ru.wikipedia.org/wiki/Оккам%2C_Уильям,1285(1285),9 апреля 1347(1347-04-09),"Аристотель, Фома Аквинский и Ансельм Кентерберийский",,,
22221,"Смит, Адам",https://ru.wikipedia.org/wiki/Смит%2C_Адам,,,,,,
22715,Конфуций,https://ru.wikipedia.org/wiki/Конфуций,около 551 года до н. э.,479 год до н. э. (71—72 года),,"многие восточные философы,Христиан фон Вольф,Роберт Каммингс Невилл",Период Чуньцю,основатель конфуцианства
23235,"Фихте, Иоганн Готлиб",https://ru.wikipedia.org/wiki/Фихте%2C_Иоганн_Готлиб,19 мая 1762(1762-05-19),27 января 1814(1814-01-27) (51 год),"Кант, Соломон Маймон","Шеллинг, Гегель, Гуго Мюнстерберг",Философия XVIII века,немецкий идеализм
24774,"Франк, Семён Людвигович",https://ru.wikipedia.org/wiki/Франк%2C_Семён_Людвигович,16 (28) января 1877(1877-01-28),10 декабря 1950(1950-12-10) (73 года),"Достоевский, Плотин, Кузанский, Кант, Бергсон","Лосев, Тиллих, Мень",Современная философия,"Русская религиозная философия, интуитивизм, индивидуализм"
25591,"Декарт, Рене",https://ru.wikipedia.org/wiki/Декарт%2C_Рене,31 марта 1596(1596-03-31),11 февраля 1650(1650-02-11) (53 года),"Платон, Аристотель, Ансельм, Фома Аквинский, Оккам, Монтень, Суарес, Мерсенн","Спиноза, Арно, Мальбранш, Локк, Лейбниц, Кант, Гуссерль",Философия XVII века(Философия Нового времени),"Картезианство, Континентальный рационализм"
25907,Псевдо-Дионисий Ареопагит,https://ru.wikipedia.org/wiki/Псевдо-Дионисий_Ареопагит,предп. V век,предп. VI век,неоплатонизм,,,патристика
26324,"Хан, Инайят",https://ru.wikipedia.org/wiki/Хан%2C_Инайят,,,,,,
27422,"Бахтин, Михаил Михайлович",https://ru.wikipedia.org/wiki/Бахтин%2C_Михаил_Михайлович,5 (17) ноября 1895[1][2][…],7 марта 1975(1975-03-07)[1][3][…] (79 лет),"Ф. М. Достоевский, В. И. Иванов, А. А. Мейер и прочие русские религиозные философы, И. Кант, Ф. Ницше, С. Кьеркегор","С. Г. Бочаров, В. И. Тюпа, Ю. Кристева, Ц. Тодоров, В. В. Кожинов, Г. Д. Гачев, В. Н. Волошинов",Современная философия,"Русская философия, антиинтеллектуализм, неокантианство"
29432,Диоген Лаэртский,https://ru.wikipedia.org/wiki/Диоген_Лаэртский,180,240,,,Римская империя,
